0fd575ae1ceb6b6e4f1dabf2d0dc5234,1,1
b8259f45b16b8285ea2d6c5b9b8d7a17,1,1
a5c20a5100285183d369af80da85c1da,1,1
d65a53fd25c72c7f4d580a080936f742,1,1
e6a7e44f52417652c98d14e076488c48,1,1
7bd99e9a9c8041b92156e605c8a2094d,1,1
6980ccb797a65b427dd9209b14b694eb,1,1
172d01c81f973fe0caf3c0d91d9721b5,2,1
d9c7c702770a804e637cc9c4148e69d1,1,1
957beeb158c3235446e32bf06e8f0a1e,1,1
4a968477c0fa2d22a47787db0a14dad9,2,1
5401ea17e5bb81ab7836c7eaca9fdb2c,1,1
398c20d2a6a40252efb78a266a629a27,1,1
fadd1aebecd3598198cda884c831737b,1,1
